Client ID,Sales Person ID,Team,Actual Sales,Collection,product_id
5253,2020080002,U2,1875222.9,1923239,10
4535,2019040002,N3,1873626.94,1526500,10
6468,2019050002,N1,1868212.95,1857230,10
6988,2022020018,N3,1825841.5,1825844,10
6602,2017050001,N3,1860303.9,1860267,10
7100,2021010006,N2,1859999.01,1860000,10
6171,2019040002,N3,1855802.2,1855802,10
6811,2012080003,N1,1850689.88,1849733,10
2503,2018010005,N1,1846031.81,1807073,10
4841,2019100035,N1,1846025.2,1846241,10
7133,2017090008,N3,1834906.25,1834977,10
4870,2019100035,N1,1826606.43,1784590,10
7164,2019100035,N1,1804250.07,1804296,10
2298,2012050001,G2,1800990.49,1728304,10
3723,2021010014,N3,1787113.15,1714192,10
4800,2013110002,N1,1781144.81,1781147,10
6666,2018020009,N3,1779578.97,1779581,10
5865,2017090039,N3,1767160.85,1768116.04,10
6053,2022020001,N2,1758416.79,1758753.97,10
2761,2012010001,N3,1756262.92,1681286,10
4706,2017100003,N1,1750270.96,1446373,10
3903,2017090001,G2,1745491.22,1699957,10
4777,2013110002,N1,1728689.27,1728695,10
5876,2021010020,U2,1726064.28,1726065,10
6229,2012080003,N1,1716570.8,1716572,10
4537,2021010025,N1,1707650.06,1503574,10
6372,2017100003,N1,1707552.9,1707552,10
2426,2017050001,N3,1700345.1,1365175,10
4714,2017100001,N1,1698286.23,485194,10
7029,2018020009,N3,1698185.45,0,10
6636,2021010020,U2,1698061.07,1698062,10
6605,2021010025,N1,1685901.31,953328,10
6733,2021120007,N2,1680267.68,1367056,10
5999,2018070019,N3,1678857.02,1679851,10
6858,2022040003,N2,1675028.96,1603217,10
5068,2018010005,N1,1674242.19,1887356,10
5862,2020080002,U2,1672561.86,1672579.72,10
5875,2022020001,N2,1663775.04,1663406.55,10
7081,2012100002,G2,1652527.86,1652528,10
2884,2022020001,N2,1641775.21,1641760,10
5041,2011110002,N1,1640735.29,28227,10
6559,2017090008,N3,1634301.61,1632800,10
5093,2017090008,N3,1633194.48,868637,10
2804,2012010001,N3,1630260.96,1348074,10
6094,2021010004,N2,1557764.34,1570449,10
6446,2017050001,N3,1621233.19,1621237,10
6131,2021010006,N2,1533899.74,1533901,10
5302,2017050001,N3,1593409.15,957836,10
5073,2019050002,N1,1588318.56,1262434,10
6873,2022010027,G2,1583849.12,1574719,10
6174,2017100001,N1,1582163.57,1582163,10
5194,2022010027,G2,1562709.24,1512880,10
6964,2021110045,G2,1383039.02,1383000,10
2651,2012050001,G2,1531822.84,1792587,10
4487,2012080003,N1,1531353.3,1531354,10
6414,2020030006,N3,1529929.55,1530000,10
6000,2017090001,G2,1529158.59,1298967,10
6637,2022010027,G2,1526316.37,1526317,10
6422,2018120001,G2,1521504.45,1521504,10
6691,2019100035,N1,1512913.44,1512915,10
2993,2021110045,G2,1505035.62,1175447,10
3153,2018010005,N1,1498579.27,1507453,10
5818,2012050001,G2,1496627.37,767549,10
7191,2022010027,G2,1494618.25,1495078,10
7072,2018070019,N3,1491763.33,1491745,10
6563,2017100001,N1,1490868.28,1490840,10
3497,2017090001,G2,1483878.66,1150611,10
7021,2021010005,G2,1475893.6,1476198,10
4865,2017050001,N3,1468619.53,1495863,10
6913,2022040001,N2,1466465,1466000,10
6957,2021010005,G2,1461943.25,1461944,10
6076,2020030012,N2,1456279.7,1456282,10
5910,2022020001,N2,1350273.54,1323431.91,10
7118,2012100002,G2,1450646.04,1409029,10
6548,2022020018,N3,1322072.91,1322084,10
6925,2021050006,N3,1445880.28,361470,10
5915,2020030012,N2,1419863.82,1419864,10
6270,2019050002,N1,1417203.66,204087,10
7200,2012050001,G2,1408378.3,0,10
2757,2017090001,G2,1406573.5,1728108,10
5637,2019100035,N1,1400976.11,1342656,10
6774,2021050006,N3,1399997.43,1400000,10
4968,2017100001,N1,1396962.15,603255,10
6742,2018070019,N3,1387229.9,1387241,10
5167,2013110002,N1,1386969.31,1408107,10
6259,2018020009,N3,1381482.4,1381488,10
5235,2017050001,N3,1378221.69,1482714,10
7134,2017090008,N3,1372497.81,0,10
6992,2019100035,N1,1359261.76,1359328,10
6783,2022010027,G2,1364191.11,1364037,10
6943,2021010005,G2,1358648.34,1358648,10
6354,2012080003,N1,1357137.32,1357137.32,10
5855,2022020018,N3,1350007.27,1350007,10
3026,2012010001,N3,1339774.95,816500,10
5827,2019040002,N3,1330600.61,2144882,10
5620,2021010014,N3,1319041.7,844007,10
6427,2012050001,G2,1315149,1313276,10
6101,2021100029,N2,1314968.66,1090234,10
5317,2017100001,N1,1306193.94,1306190,10
2930,2019100035,N1,1278549.68,1609000,10
7356,2022110007,N3,1299997.64,0,10
2991,2015080005,N3,1291057.15,1599773,10
6071,2018020009,N3,1287496.14,1286780,10
6611,2019050002,N1,1282222.62,1282240,10
6717,2019040002,N3,1279471.55,1285158,10
7216,2022010005,N3,1277552.95,1328618,10
6403,2018070019,N3,1275791.46,1116522,10
5238,2019040002,N3,1274339.97,1494780,10
4140,2012100002,G2,1271929.43,1067003,10
6228,2021010014,N3,1268649.18,1268649,10
6090,2021010016,N3,1265105.75,1144472,10
5945,2013110002,N1,1262758,1262758,10
6533,2022020006,N3,1260528.78,1260500,10
2290,2013110002,N1,1258333.32,1266869,10
5268,2022010027,G2,1257977.38,1258024,10
6114,2012080003,N1,1257522.79,1231678.91,10
2139,2012010001,N3,1257008.35,2571374.25,10
6673,2020120015,N3,1255534.11,1255000,10
6208,2020080002,U2,1242874.69,1242873,10
7136,2020120015,N3,1237659.63,64095,10
6897,2012010001,N3,1233403.08,1233403,10
5318,2021010016,N3,1232897.33,856504,10
3919,2017090008,N3,1224775.39,785548.84,10
6154,2020080002,U2,1213323.96,1213322,10
6420,2021010025,N1,1213050.21,1205295.74,10
7105,2019050002,N1,1210056.49,400000,10
6709,2022020018,N3,1206203.85,1206203,10
7330,2012100002,G2,1200230.33,1168920,10
2859,2011110002,N1,1196381.44,3698025,10
5266,2017100001,N1,1196184.56,1196184,10
3567,2013110002,N1,1194713.47,1194717,10
6817,2021010014,N3,1190381.71,1190388,10
6298,2017090039,N3,1186665.14,1186756,10
4486,2021100029,N2,1184030.64,1016369,10
6878,2012050001,G2,1182155.53,1181500,10
3838,2017090039,N3,1181243.56,1157617,10
7308,2022010027,G2,1173693.37,1173700,10
3054,2012090001,G2,1168510.97,797109,10
6517,2017090008,N3,1165198.16,1055200,10
6288,2017050001,N3,1149129.19,1134125,10
3652,2021010016,N3,1154594.17,823300,10
6963,2021010005,G2,1152676.72,1152676,10
5957,2021010014,N3,841684.44,841685,10
2574,2013110002,N1,1149526.97,895986.26,10
6693,2020030006,N3,1149429.42,600000,10
2232,2011110002,N1,1144966.86,1700950,10
5998,2018070019,N3,1139889.89,1139118,10
6127,2017090001,G2,1139357.8,1139367,10
6519,2017090001,G2,1138682.54,352400,10
4302,2017090008,N3,1137850.55,1251241,10
6496,2017050001,N3,1132556.34,1132500,10
7251,2017100001,N1,1130724.72,565000,10
5214,2019050002,N1,1129451.9,758390,10
7058,2021010006,N2,1128605.12,204093,10
3176,2012050001,G2,1121963.52,1123700,10
2942,2018010005,N1,679411.44,641297,10
5942,2021020001,N1,1118458.03,1118486,10
4758,2018120010,G2,1116841.27,911878,10
6545,2020030013,N3,1112916.59,1112917,10
4328,2017090001,G2,1109977.81,386786,10
5839,2018020009,N3,1108931.1,958935,10
2943,2018010005,N1,1104666.28,1567077,10
7349,2021100029,N2,1104032.33,0,10
5331,2013110002,N1,1098432.25,1277503.85,10
6111,2021100029,N2,1089073.62,1089020,10
6725,2012090001,G2,1088118.99,666398,10
5478,2020080002,U2,1081206.5,1120022,10
3879,2012010001,N3,1080596.52,1080608,10
2846,2013110002,N1,1079479.6,1100148,10
6619,2021010005,G2,1076116.98,1076118,10
6741,2017090039,N3,1074598.98,369732,10
4932,2018120010,G2,1074516.55,1070107,10
2812,2016010001,N2,1072858.34,774702,10
6882,2021010005,G2,1070519.78,1070499,10
4175,2017090039,N3,1069526.01,460089,10
6185,2012050001,G2,1057428.29,1057428,10
4848,2011110002,N1,1046639.87,456203,10
3918,2012050001,G2,1035663.02,1252840,10
5987,2017090039,N3,1025335.31,929600,10
4419,2018010005,N1,1024414.15,998394,10
6980,2022020001,N2,1024079.9,1024079,10
7332,2021090030,N1,1019634.92,1000000,10
6343,2021010006,N2,1019286.4,1019287,10
5836,2020080002,U2,1014343.51,1033889,10
6757,2020030013,N3,1012995.2,1013000,10
5488,2017050001,N3,1007033.25,190000,10
6479,2021010005,G2,1000015.43,1000000,10
6448,2021010025,N1,998030.78,998032,10
7347,2021010006,N2,995558.44,995500,10
4189,2020030012,N2,993565.9,1005712,10
6695,2021100043,N3,992651.71,992650,10
5776,2020030006,N3,693274.69,0,10
3832,2021010006,N2,981705.87,981711.63,10
3565,2017090008,N3,978582.05,1040437,10
3915,2017090039,N3,977779.32,861201,10
6411,2020080002,U2,977479.09,592517,10
5200,2020030012,N2,928265.18,818866,10
6629,2017090008,N3,975608.82,975000,10
6172,2017090008,N3,970510.04,538837,10
5906,2017090008,N3,970254.2,965514,10
6694,2019040002,N3,966328.44,916100,10
6909,2021050006,N3,965400.3,965400,10
6322,2021100043,N3,964270.13,964270,10
6221,2021050006,N3,962332.91,962333,10
5736,2013110002,N1,935854.83,935856,10
7056,2019040002,N3,959147.85,998640,10
6748,2021110011,U2,958982.29,958985,10
3881,2017090008,N3,958797.13,990600,10
5712,2018070019,N3,958219.44,908370,10
5722,2019050002,N1,956287.88,946459,10
5619,2021100029,N2,953761.69,1033245,10
6718,2019040002,N3,949564.63,679000,10
3154,2013110002,N1,943735.4,943738,10
6982,2022020006,N3,940753.78,940756,10
6164,2022020018,N3,933061.1,703704,10
3541,2012100002,G2,925263.69,661575,10
2178,2012100002,G2,924065.16,170105,10
4347,2012010001,N3,923151.55,949496,10
3813,2021010025,N1,901923.1,1054039,10
3490,2012010001,N3,920868.38,920867,10
5829,2021010014,N3,913049.85,913051,10
5415,2018120010,G2,911001.22,911015,10
4849,2017100003,N1,901899.99,1006838,10
6483,2017090008,N3,898495.06,898500,10
6920,2021010020,U2,893836.82,893837,10
4543,2012080003,N1,892775.06,892776,10
6560,2012050001,G2,889999.59,890000,10
6936,2013110002,N1,724627.2,724628,10
7311,2021050006,N3,878199.84,300000,10
2374,2012010001,N3,872229.28,899919,10
4859,2022020001,N2,867886.13,770251,10
5674,2017090039,N3,863935.14,857714,10
6672,2022020018,N3,859913.95,889914,10
4411,2018010005,N1,845607.33,841792,10
3003,2017090001,G2,857127.6,462451,10
6926,2021090030,N1,850911.4,767237,10
5908,2020120015,N3,848852.55,848852,10
7315,2019050002,N1,848000.97,0,10
6889,2021010005,G2,843048.05,640444,10
3820,2019050002,N1,840728.61,813044,10
5608,2021010006,N2,835414.59,835358,10
6859,2020030012,N2,829994.07,830000,10
4624,2019040002,N3,827012.73,826725,10
5204,2020030012,N2,822752.57,822752,10
6115,2021100043,N3,822713.11,943490,10
5576,2017050001,N3,802801.46,749550,10
2093,2021010025,N1,818094.27,623127,10
6209,2019040002,N3,817994.63,817994,10
7246,2019100035,N1,815549.26,398500,10
2443,2012050001,G2,808612.87,1695935,10
4324,2013110002,N1,805574.65,805572,10
6904,2021010020,U2,804932.82,805000,10
5082,2013110002,N1,803239.38,796720,10
5290,2017090008,N3,801878.07,801949,10
4066,2018020009,N3,799914.29,949942,10
7325,2018020009,N3,797836,860900,10
3611,2013040001,G2,796870.64,781868,10
6433,2019100035,N1,794610.95,587000,10
6938,2022020006,N3,792890.76,0,10
7231,2017050001,N3,789177.45,700000,10
6703,2020030006,N3,788511.4,784847,10
6954,2021010006,N2,787361.34,787373,10
5343,2022010027,G2,785540.4,877046,10
2922,2012050001,G2,783944.07,829928,10
5889,2021050006,N3,781206.79,707072,10
6056,2018120010,G2,778512.66,778516,10
6670,2020120015,N3,776014.71,776016,10
5303,2019040002,N3,737348.02,838627,10
5977,2017090039,N3,772853.7,772854,10
4259,2021010014,N3,771591.06,852433,10
5951,2020080002,U2,770000.73,770000,10
2905,2015080005,N3,766197.29,575100,10
7005,2020080002,U2,760000.4,760000,10
6219,2021010006,N2,756357.87,756362,10
6960,2019040002,N3,753519.82,200000,10
4092,2011110002,N1,751983.5,1179278,10
5501,2020030013,N3,750486.48,750494,10
5931,2021020001,N1,746833.25,746835,10
4663,2017100003,N1,745946.14,732192,10
7244,2022020018,N3,745710.84,849855,10
3910,2012100002,G2,741729.34,741831,10
5925,2013110002,N1,741332.09,741381,10
4139,2021010014,N3,740879.81,740900,10
6438,2022010027,G2,738179.73,738181,10
7341,2020030006,N3,735872,473305,10
6014,2017090008,N3,735061.69,735201,10
5430,2013110002,N1,731692.6,731865,10
5166,2017050001,N3,731245.32,431000,10
4119,2017100001,N1,729883.13,729916,10
7035,2017090001,G2,727087.7,705275,10
6941,2017100003,N1,725262.48,725265,10
6173,2019050002,N1,717363.76,717691,10
6317,2017100003,N1,711838.18,434400,10
3965,2021010014,N3,710609.88,713502,10
6626,2021010016,N3,484697.1,0,10
2297,2013110002,N1,703808.16,922978,10
6306,2020030012,N2,698302.6,698302,10
4040,2013040001,G2,697598.25,450086,10
4559,2017090039,N3,693424.88,419379,10
5795,2018120001,G2,686715.74,686717,10
2061,2021010025,N1,685886.75,685980,10
5991,2017090008,N3,679875.73,575990,10
